Track Name,Artist Name(s),Album Name,Album Release Date,Track Duration (ms),Explicit,Popularity,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Label,song_clean,artist_clean
crushcrushcrush,Paramore,Riot!,2007-06-12,189373,False,70,Pop Punk,0.631,0.793,1.0,-4.086,0.0,0.0468,0.000218,5.65e-05,0.0976,0.648,136.96,4.0,Fueled By Ramen,crushcrushcrush,paramore
Stop And Stare,OneRepublic,Dreaming Out Loud,2007-01-01,223853,False,64,Soft Pop,0.492,0.859,4.0,-4.274,1.0,0.0332,0.0659,0.0,0.0756,0.251,92.474,4.0,Mosley / Interscope,stop and stare,onerepublic
Do You Hear What I Hear,Carrie Underwood,Do You Hear What I Hear,2008-11-17,251386,False,28,Country,0.216,0.473,7.0,-6.237,1.0,0.0293,0.766,0.0,0.0933,0.132,157.597,4.0,Arista,do you hear what i hear,carrie underwood
Falling in Love at a Coffee Shop,Landon Pigg,The Boy Who Never,2009-09-24,244986,False,54,,0.489,0.561,4.0,-7.933,1.0,0.0274,0.2,4.56e-05,0.179,0.238,83.457,3.0,RCA Records Label,falling in love at a coffee shop,landon pigg
Bad Day,Alvin & The Chipmunks,Alvin And The Chipmunks (Original Motion Picture Soundtrack),2007-11-20,214666,False,45,Christmas,0.69,0.653,9.0,-3.904,1.0,0.0328,0.185,0.263,0.185,0.312,140.044,4.0,Razor & Tie,bad day,alvin and the chipmunks
Feedback,Janet Jackson,Discipline,2008-01-01,218213,False,54,New Jack Swing,0.846,0.649,1.0,-6.849,0.0,0.0534,0.000341,0.0,0.0623,0.496,114.976,4.0,Island Def Jam,feedback,janet
Funkytown,Alvin & The Chipmunks,Alvin And The Chipmunks (Original Motion Picture Soundtrack),2007-11-20,214053,False,41,Christmas,0.808,0.745,0.0,-6.946,1.0,0.0619,0.000874,0.927,0.0817,0.276,123.03,4.0,Razor & Tie,funkytown,alvin and the chipmunks
All Around Me,Flyleaf,Flyleaf,2006-01-01,198506,False,73,Christian Rock,0.473,0.87,9.0,-4.893,1.0,0.0454,0.0216,0.0,0.0525,0.464,146.972,4.0,Interscope Records*,all around me,flyleaf
Citizen/Soldier,3 Doors Down,3 Doors Down,2008-01-01,232906,False,59,Post-Grunge,0.631,0.821,8.0,-5.503,1.0,0.0343,0.0111,0.0156,0.197,0.486,97.003,4.0,Universal (MT),citizensoldier,3 doors down
Start All Over,Miley Cyrus,Meet Miley Cyrus,2007-06-26,207173,False,49,,0.494,0.935,0.0,-2.763,1.0,0.0644,0.000316,0.0,0.076,0.347,150.088,4.0,Hollywood Records,start all over,miley cyrus
All-American Girl,Carrie Underwood,Carnival Ride,2007-10-23,212173,False,64,Country,0.624,0.805,9.0,-2.632,1.0,0.029,0.0466,0.0,0.328,0.77,123.991,4.0,Arista,allamerican girl,carrie underwood
Through the Fire and Flames,DragonForce,Inhuman Rampage,2006-05-23,441560,False,65,Power Metal,0.113,0.951,0.0,-4.743,0.0,0.129,0.00176,0.00718,0.334,0.139,200.024,4.0,Roadrunner Records,through the fire and flames,dragonforce
Our Time Now,Plain White T's,Every Second Counts,2006,170213,False,54,,0.563,0.912,0.0,-4.432,1.0,0.0333,0.00989,3.9e-06,0.369,0.939,102.979,4.0,Hollywood Records,our time now,plain white ts
Small Town Southern Man,Alan Jackson,Good Time,2008-11-05,280266,False,62,Country,0.683,0.438,3.0,-12.433,1.0,0.0264,0.12,8.49e-06,0.269,0.568,132.951,4.0,Arista Nashville,small town southern man,alan jackson
No Air (feat. Chris Brown),"Jordin Sparks, Chris Brown",No Air Duet With Chris Brown (Deluxe Single),2008-03-04,264546,False,43,R&B,0.461,0.757,11.0,-5.01,1.0,0.212,0.0494,0.0,0.0603,0.333,159.997,4.0,Jive,no air,jordin sparks duet with chris brown
Falsetto,The-Dream,Love/Hate,2007-01-01,271173,True,59,R&B,0.732,0.549,0.0,-4.194,1.0,0.0312,0.163,6.01e-05,0.122,0.479,131.006,4.0,Dream / IDJ,falsetto,thedream
Anyone Else but You,"Michael Cera, Elliot Page",Juno (Music From The Motion Picture),2008-11-21,116706,False,56,,0.369,0.397,0.0,-12.737,1.0,0.0496,0.806,0.000486,0.441,0.298,145.85,4.0,Rhino,anyone else but you,michael cera  ellen page
Suspicions,Tim McGraw,Let It Go,2007-03-27,316973,False,26,Country,0.599,0.733,0.0,-6.182,0.0,0.0299,0.327,0.0,0.091,0.798,147.305,4.0,Curb Records,suspicions,tim mcgraw
They Know (Dey Know),Shawty Lo,They Know (Dey Know),2007-12-04,198093,True,53,Southern Hip Hop,0.428,0.714,8.0,-5.574,1.0,0.399,0.0895,0.0,0.766,0.678,110.017,3.0,Asylum,dey know,shawty lo
What Hurts The Most,Cascada,Perfect Day,2009-01-02,218586,False,52,Europop,0.579,0.981,9.0,-7.433,1.0,0.0994,0.00991,3.22e-05,0.515,0.276,142.025,4.0,Zooland Records,what hurts the most,cascada
Get My Drink On,Toby Keith,Big Dog Daddy,2008-10-21,187053,False,29,Country,0.579,0.955,2.0,-4.252,1.0,0.0536,0.0161,0.000304,0.131,0.816,99.869,4.0,"Show Dog, LLC",get my drink on,toby keith
What Kinda Gone,Chris Cagle,My Life's Been A Country Song,2008-01-01,181613,False,59,Country,0.494,0.861,5.0,-5.236,1.0,0.0365,0.257,0.0,0.103,0.668,172.052,4.0,Capitol Nashville,what kinda gone,chris cagle
Girls In Their Summer Clothes,Bruce Springsteen,Magic,2007-09-25,259173,False,47,,0.439,0.76,0.0,-4.383,1.0,0.0316,0.0319,0.0,0.119,0.673,113.102,4.0,Columbia,girls in their summer clothes,bruce springsteen
Laughed Until We Cried,Jason Aldean,Relentless,2007-05-29,202520,False,53,Country,0.547,0.485,7.0,-5.368,1.0,0.0292,0.463,0.0,0.0736,0.242,145.059,4.0,Broken Bow Records,laughed until we cried,jason aldean
Whatever It Takes,Lifehouse,Who We Are,2007,207240,False,63,Post-Grunge,0.439,0.874,0.0,-4.165,1.0,0.0299,0.00571,0.0,0.176,0.527,150.036,4.0,Geffen,whatever it takes,lifehouse
God Must Be Busy,Brooks & Dunn,Cowboy Town,2007-10-02,231440,False,28,Country,0.421,0.469,9.0,-7.688,1.0,0.0334,0.101,6.5e-05,0.317,0.269,78.16,4.0,Arista Nashville,god must be busy,brooks  dunn
Long Road To Ruin,Foo Fighters,"Echoes, Silence, Patience & Grace",2007-09-25,224880,False,59,Rock,0.401,0.888,0.0,-3.793,1.0,0.0401,0.000367,0.0,0.12,0.365,146.781,4.0,RCA Records Label,long road to ruin,foo fighters
Pocketful of Sunshine,Natasha Bedingfield,Pocketful Of Sunshine,2007-04-27,202906,False,82,,0.721,0.88,9.0,-3.896,0.0,0.0454,0.191,0.0,0.0769,0.655,110.021,4.0,Epic/Phonogenic,pocketful of sunshine,natasha bedingfield
Like Whoa,Aly & AJ,Insomniatic,2007-01-01,150826,False,56,,0.703,0.806,8.0,-4.974,0.0,0.0555,0.00935,0.00056,0.0948,0.844,120.996,4.0,Hollywood Records,like whoa,aly  aj
Wanna Be Startin' Somethin' (2008 with Akon) (with Akon) - Thriller 25th Anniversary Remix,"Michael Jackson, Akon, Mark ""Exit"" Goodchild, Aliaune ""Akon"" Thiam",Thriller 25 Super Deluxe Edition,2008-02-08,254120,False,41,,0.821,0.952,5.0,-4.778,1.0,0.0723,0.117,0.000263,0.106,0.36,121.941,4.0,Epic/Legacy,thriller,michael jackson
When You Look Me In The Eyes,Jonas Brothers,Jonas Brothers,2007-01-01,249693,False,64,,0.399,0.767,2.0,-3.732,1.0,0.0328,0.0242,0.0,0.306,0.507,135.943,4.0,Republic Records,when you look me in the eyes,jonas brothers
Feels Like Tonight,Daughtry,Daughtry (Deluxe Edition),2006,238733,False,57,,0.482,0.9,6.0,-3.154,1.0,0.0459,0.000817,0.0,0.124,0.351,130.996,4.0,RCA Records Label,feels like tonight,daughtry
Kindly Unspoken,Kate Voegele,Don't Look Away (Deluxe Edition),2007,244066,False,32,,0.57,0.362,2.0,-6.025,1.0,0.0272,0.847,0.0,0.108,0.443,110.805,3.0,MySpace/Interscope Records,kindly unspoken,kate voegele
New Soul,Yael Naim,Yael Naïm,2007-10-22,225106,False,62,,0.769,0.371,0.0,-8.522,1.0,0.0326,0.733,3.73e-05,0.106,0.653,100.001,4.0,tôt Ou tard,new soul,yael naim
Sexy Can I,"Ray J, Yung Berg",All I Feel,2008-04-08,204040,True,66,,0.575,0.686,1.0,-6.008,1.0,0.319,0.296,0.0,0.617,0.926,172.165,4.0,eOne Music,sexy can i,ray j  yung berg
Nine in the Afternoon - Single Mix,Panic! At The Disco,Pretty. Odd.,2008-03-21,191560,False,65,Emo,0.405,0.689,10.0,-5.75,1.0,0.0365,0.0843,0.0,0.207,0.397,155.189,4.0,Decaydance/Fueled By Ramen/ATL,nine in the afternoon,panic at the disco
Rock Star,Hannah Montana,Hannah Montana 2 (Original Soundtrack),2007-06-26,178560,False,63,,0.483,0.945,2.0,-3.969,1.0,0.124,0.00437,1.56e-06,0.364,0.625,160.794,4.0,Walt Disney Records,rock star,hannah montana
You're Gonna Miss This,Trace Adkins,American Man: Greatest Hits Vol. II,2007-12-04,224960,False,67,Country,0.507,0.665,8.0,-7.157,1.0,0.0349,0.0237,6.34e-05,0.0994,0.323,154.928,4.0,Capitol Nashville,youre gonna miss this,trace adkins
Love Me,"Lil Wayne, Drake, Future",I Am Not A Human Being II (Deluxe),2013-01-01,255053,True,88,Rap,0.67,0.634,11.0,-6.471,1.0,0.0326,0.0124,0.0,0.0946,0.497,124.926,4.0,CM/Republic,love me,lil wayne featuring drake  future
Psycho,Puddle Of Mudd,Famous,2007-01-01,210653,False,68,Post-Grunge,0.573,0.897,1.0,-3.549,1.0,0.0553,0.00473,0.0,0.278,0.463,126.034,4.0,Flawless Records,psycho,puddle of mudd
I'll Be Waiting,Lenny Kravitz,It Is Time For A Love Revolution,2008-02-05,259186,False,56,,0.677,0.452,10.0,-6.468,1.0,0.0332,0.0736,0.0065,0.0969,0.595,72.779,4.0,Virgin Records,ill be waiting,lenny kravitz
Love Is Free,Sheryl Crow,Detours,2008-01-01,202666,False,28,,0.829,0.755,2.0,-6.588,1.0,0.11,0.338,0.0,0.0496,0.962,116.455,4.0,A&M,love is free,sheryl crow
Realize,Colbie Caillat,Coco,2007-01-01,244106,False,57,,0.693,0.594,1.0,-6.408,1.0,0.0325,0.13,0.0,0.115,0.192,123.933,4.0,Universal Records,realize,colbie caillat
Umma Do Me,Rocko,Self-Made,2008-01-01,230546,True,44,Southern Hip Hop,0.475,0.605,2.0,-5.096,1.0,0.215,0.0833,0.0,0.267,0.291,137.074,4.0,So So Def / Island,umma do me,rocko
Stronger Woman,Jewel,Perfectly Clear,2008-01-01,242693,False,24,,0.444,0.802,2.0,-4.097,1.0,0.0473,0.161,0.0,0.266,0.54,170.112,4.0,Valory,stronger woman,jewel
Touch My Body,Mariah Carey,E=MC2 (Deluxe Version),2008-04-04,204733,False,76,Christmas,0.714,0.665,4.0,-7.736,0.0,0.0509,0.0996,0.0,0.226,0.842,78.515,4.0,Def Jam Recordings,touch my body,mariah carey
The Prayer - LIVE Duet with Josh Groban,"Céline Dion, Josh Groban",The Prayer (LIVE Duet with Josh Groban),2008-02-12,278000,False,46,Variété Française,0.168,0.404,8.0,-9.511,1.0,0.0396,0.718,0.000286,0.976,0.0676,79.912,5.0,Sony BMG Music Entertainment,the prayer,celine dion  josh groban
Bleeding Love,Leona Lewis,Spirit,2007,262466,False,79,,0.638,0.656,5.0,-5.886,1.0,0.0357,0.188,0.0,0.146,0.225,104.036,4.0,Syco Music UK,bleeding love,leona lewis
Picture To Burn,Taylor Swift,Taylor Swift,2006-10-24,173066,False,67,,0.658,0.877,7.0,-2.098,1.0,0.0323,0.173,0.0,0.0962,0.821,105.586,4.0,"Big Machine Records, LLC",picture to burn,taylor swift
In Love With a Girl,Gavin DeGraw,Gavin DeGraw,2008-05-06,206000,False,52,,0.438,0.906,3.0,-4.8,1.0,0.0438,0.0191,0.0,0.373,0.684,161.905,4.0,J Records,in love with a girl,gavin degraw
I Saw God Today,George Strait,Troubadour,2008-01-01,203200,False,57,Country,0.589,0.587,3.0,-6.875,1.0,0.0302,0.598,0.0,0.162,0.38,147.897,4.0,MCA Nashville,i saw god today,george strait
Dance Like There's No Tomorrow,Paula Abdul,"Randy Jackson's Music Club, Volume One",2008-01-01,180800,False,28,,0.73,0.916,0.0,-6.201,1.0,0.0375,0.104,0.0,0.12,0.898,117.962,4.0,Concord Records,dance like theres no tomorrow,paula abdul  randy jackson
Just Got Started Lovin' You,James Otto,Sunset Man (Standard Version),2008-04-07,234640,False,62,Country,0.705,0.606,7.0,-7.047,1.0,0.0243,0.159,0.00149,0.242,0.876,98.001,4.0,Warner Records,just got started lovin you,james otto
It's Not My Time,3 Doors Down,3 Doors Down,2008-01-01,241960,False,71,Post-Grunge,0.532,0.935,0.0,-4.798,1.0,0.0619,0.00133,8.37e-06,0.106,0.309,128.025,4.0,Universal (MT),its not my time,3 doors down
It's Good To Be Us,Bucky Covington,Bucky Covington,2007-04-17,184586,False,29,Country,0.497,0.89,4.0,-3.201,1.0,0.0333,0.002,0.0,0.182,0.604,135.089,4.0,Lyric Street Records,its good to be us,bucky covington
Love Is A Beautiful Thing,Phil Vassar,Prayer Of A Common Man,2008,237146,False,33,Country,0.583,0.791,0.0,-3.955,1.0,0.0348,0.318,0.0,0.123,0.488,81.362,4.0,Show Dog Universal Music,love is a beautiful thing,phil vassar
Te Quiero,Flex,Te Quiero,2007,198946,False,61,Reggaeton,0.61,0.734,1.0,-5.621,1.0,0.0332,0.006,0.0,0.26,0.477,84.019,4.0,Asterisco Records,te quiero,flex
Falling Slowly,"The Swell Season, Glen Hansard, Markéta Irglová",The Swell Season,2006-05-05,290813,False,38,,0.283,0.327,0.0,-9.241,1.0,0.029,0.529,0.00156,0.107,0.136,137.055,4.0,Plain Records | Kjarneplid EHF,falling slowly,the swell season
Honey,Erykah Badu,New Amerykah Part One (4th World War),2007-02-26,320973,False,49,Neo Soul,0.4,0.803,6.0,-7.87,0.0,0.349,0.0278,0.00385,0.187,0.444,87.82,4.0,Motown,honey,erykah badu
Love Don't Live Here,Lady A,Lady Antebellum,2008-01-01,230400,False,54,Country,0.653,0.873,1.0,-3.829,1.0,0.0315,0.0619,3.41e-06,0.144,0.627,139.937,4.0,Capitol Nashville,love dont live here,lady antebellum
Woman,Raheem DeVaughn,Love Behind The Melody,2008-01-14,267600,False,37,Neo Soul,0.754,0.492,5.0,-5.77,0.0,0.222,0.498,0.0,0.311,0.653,87.011,4.0,Jive,woman,raheem devaughn
Break the Ice,Britney Spears,Blackout,2007-10-25,196053,False,66,Pop,0.712,0.911,5.0,-3.866,0.0,0.0445,0.689,8.02e-06,0.107,0.85,117.533,4.0,Jive,break the ice,britney spears
The Way That I Love You,Ashanti,The Declaration,2008-01-01,267680,False,51,R&B,0.544,0.895,3.0,-4.124,0.0,0.114,0.0188,0.00132,0.0571,0.463,79.788,4.0,"I.G. Records, Inc./Universal Records",the way that i love you,ashanti
She's A Hottie - Single Version,Toby Keith,Toby Keith 35 Biggest Hits,2008-01-01,188920,False,45,Country,0.569,0.893,0.0,-3.162,1.0,0.0441,0.103,0.0,0.2,0.703,94.932,4.0,Show Dog Nashville,shes a hottie,toby keith
Damaged,Danity Kane,Welcome to the Dollhouse,2008-03-17,244266,False,62,,0.774,0.653,8.0,-5.158,0.0,0.05,0.0912,0.0,0.151,0.818,120.01,4.0,Bad Boy Records,damaged,danity kane
I'm Still a Guy,Brad Paisley,5th Gear,2007,248560,False,51,Country,0.475,0.583,2.0,-6.8,1.0,0.0311,0.159,0.0,0.0849,0.46,163.737,3.0,Arista Nashville,im still a guy,brad paisley
Diamond Girl - Main,Ryan Leslie,Ryan Leslie,2009,225613,False,41,,0.759,0.728,1.0,-2.586,1.0,0.316,0.367,0.0,0.343,0.805,93.947,4.0,Casablanca Records,diamond girl,ryan leslie
Every Day,Rascal Flatts,Still Feels Good,2007-01-01,254213,False,41,Country,0.296,0.725,8.0,-5.466,1.0,0.0461,0.0347,0.0,0.0881,0.247,113.031,4.0,Lyric Street,every day,rascal flatts
Hollywood's Not America - Matrix Version,Ferras,Aliens & Rainbows,2008-01-01,195066,False,32,,0.478,0.617,5.0,-6.162,1.0,0.0343,0.244,0.0,0.131,0.598,156.058,4.0,Capitol Records,hollywoods not america,ferras
Going On,"Gnarls Barkley, Danger Mouse, CeeLo Green",The Odd Couple,2008-03-18,174040,False,43,,0.428,0.911,1.0,-4.743,1.0,0.0554,0.00245,0.0,0.332,0.467,150.038,4.0,Downtown Recordings/Atl,going on,gnarls barkley
Go On Girl,Ne-Yo,Because Of You,2007-01-01,261426,False,68,,0.637,0.522,4.0,-6.959,1.0,0.109,0.156,0.0,0.0945,0.562,83.895,4.0,Def Soul,go on girl,neyo
Beat It - Studio Version Featuring John Mayer,"Fall Out Boy, John Mayer",Live In Phoenix,2008-01-01,230306,False,48,Emo,0.559,0.939,0.0,-3.409,1.0,0.0679,0.0442,2.27e-06,0.315,0.824,149.979,4.0,Island Records,beat it,fall out boy featuring john mayer
Inside the Fire,Disturbed,Indestructible (Deluxe Edition),2008-04-29,231573,False,69,Metal,0.463,0.962,7.0,-6.43,1.0,0.0704,0.000233,0.109,0.0906,0.66,94.003,4.0,Reprise,inside the fire,disturbed
Got Me Going,DAY26,DAY26,2008-03-24,282373,False,39,,0.755,0.728,5.0,-6.676,0.0,0.0786,0.0914,0.0,0.0937,0.537,108.816,4.0,Bad Boy Records,got me going,day26
I Will Possess Your Heart,Death Cab for Cutie,Narrow Stairs,2008-04-29,505773,False,56,,0.605,0.619,9.0,-8.971,0.0,0.0261,0.423,0.313,0.0732,0.578,133.074,4.0,Atlantic Records,i will possess your heart,death cab for cutie
Nude,Radiohead,In Rainbows,2007-12-28,255386,False,76,Art Rock,0.516,0.342,4.0,-9.785,1.0,0.0342,0.832,0.579,0.0857,0.167,128.378,3.0,XL Recordings,nude,radiohead
We Weren't Crazy,Josh Gracin,We Weren't Crazy,2008-04-01,227306,False,29,Country,0.418,0.84,0.0,-2.622,1.0,0.041,0.21,1.38e-06,0.162,0.659,164.02,4.0,Lyric Street,we werent crazy,josh gracin
Supernatural Superserious,R.E.M.,Accelerate,2008-01-01,203880,False,45,Jangle Pop,0.461,0.642,2.0,-2.778,1.0,0.0525,0.00428,0.000678,0.153,0.76,125.079,4.0,Concord Records,supernatural superserious,rem
Last Name,Carrie Underwood,Carnival Ride,2007-10-23,241053,False,59,Country,0.395,0.869,3.0,-3.154,1.0,0.109,0.194,0.0,0.0874,0.688,159.833,4.0,Arista,last name,carrie underwood
Shake It,Metro Station,Metro Station,2007-09-18,179946,False,70,,0.618,0.955,4.0,-3.836,1.0,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,4.0,Red Ink,shake it,metro station
Customer (feat. R. Kelly),"Raheem DeVaughn, R. Kelly",Love Behind The Melody,2008-08-11,245066,False,36,Neo Soul,0.635,0.518,1.0,-7.131,1.0,0.0439,0.463,0.0,0.169,0.513,124.044,4.0,Jive,customer,raheem devaughn
Trying To Stop Your Leaving,Dierks Bentley,Long Trip Alone,2006-01-01,218146,False,37,Country,0.617,0.57,7.0,-5.562,1.0,0.0302,0.00847,5.15e-05,0.0985,0.395,111.846,4.0,Capitol Nashville,trying to stop your leaving,dierks bentley
Last Time,Trey Songz,Trey Day,2007-10-01,261706,False,48,R&B,0.629,0.624,2.0,-7.957,1.0,0.0915,0.209,0.0,0.215,0.66,119.964,4.0,Atlantic Records,last time,trey songz
Things That Never Cross a Man's Mind,Kellie Pickler,Small Town Girl,2006-10-31,189533,False,28,Country,0.67,0.893,9.0,-3.954,1.0,0.0369,0.0349,0.0,0.692,0.735,117.624,4.0,19 Recordings / BNA Records,things that never cross a mans mind,kellie pickler
Lost,Michael Bublé,Call Me Irresponsible,2007-04-27,219840,False,59,Christmas,0.518,0.354,11.0,-9.141,1.0,0.029,0.764,0.00055,0.114,0.315,137.749,4.0,143/Reprise,lost,michael buble
Back When I Knew It All,Montgomery Gentry,Back When I Knew It All,2008-06-06,237480,False,38,Country,0.616,0.817,2.0,-5.544,1.0,0.0335,0.00275,4.36e-05,0.429,0.474,124.074,4.0,Columbia Nashville,back when i knew it all,montgomery gentry
What About Now,Daughtry,Daughtry (Deluxe Edition),2006,253293,False,59,,0.358,0.836,9.0,-2.821,0.0,0.0419,0.0724,0.0,0.15,0.252,162.007,4.0,RCA Records Label,what about now,daughtry
Better in Time,Leona Lewis,Spirit,2007,234173,False,69,,0.584,0.7,6.0,-4.251,1.0,0.0505,0.512,2.44e-05,0.13,0.545,163.95,4.0,Syco Music UK,better in time,leona lewis
Better As A Memory,Kenny Chesney,Just Who I Am: Poets & Pirates,2007-09-11,252706,False,43,Country,0.576,0.302,2.0,-11.845,1.0,0.033,0.433,3.3e-05,0.133,0.145,70.932,4.0,BNA Records Label,better as a memory,kenny chesney
Heaven Sweet Home - feat. Craig Morgan,"Blake Shelton, Craig Morgan",For Recreational Use Only,2025-05-09,221160,False,52,Country,0.499,0.406,5.0,-8.085,1.0,0.0281,0.487,0.000111,0.106,0.19,139.736,4.0,Wheelhouse Records,home,blake shelton
Take A Bow,Rihanna,Good Girl Gone Bad: Reloaded,2008-06-02,229413,False,78,,0.518,0.467,9.0,-7.536,1.0,0.162,0.248,0.0,0.0941,0.559,79.965,4.0,Def Jam Recordings,take a bow,rihanna
Handlebars,Flobots,Fight With Tools,2008-01-01,206813,False,64,,0.704,0.571,5.0,-7.136,1.0,0.0969,0.0222,0.0,0.101,0.524,141.888,4.0,Flobots/Republic Records,handlebars,flobots
Bye Bye,Mariah Carey,E=MC2 (Deluxe Version),2008-04-04,266826,False,69,Christmas,0.788,0.585,10.0,-4.884,1.0,0.0558,0.297,0.0,0.346,0.84,136.003,4.0,Def Jam Recordings,bye bye,mariah carey
I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things. (Bonus Tracks Version),2008-05-01,242946,False,82,Soft Pop,0.703,0.444,11.0,-9.331,1.0,0.0417,0.559,0.0,0.0973,0.712,150.96,4.0,Atlantic Records/ATG,im yours,jason mraz
Closer,Ne-Yo,Year Of The Gentleman (Bonus Track Edition),2008-01-01,234360,False,71,,0.711,0.754,4.0,-6.461,0.0,0.0763,0.028,2.96e-05,0.152,0.59,126.05,4.0,Def Soul,closer,neyo
Rise Above This,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),2007-01-01,203893,False,61,Post-Grunge,0.533,0.83,1.0,-3.092,1.0,0.0324,0.011,2.98e-06,0.0801,0.249,120.028,4.0,Fantasy Records,rise above this,seether
Take You Down,Chris Brown,Exclusive (Expanded Edition),2007-11-06,245933,False,72,R&B,0.387,0.64,11.0,-5.817,0.0,0.081,0.107,0.0,0.319,0.617,59.989,4.0,Jive,take you down,chris brown
Forever,Chris Brown,Forever,2008-04-29,278573,False,83,R&B,0.672,0.82,11.0,-4.456,1.0,0.0459,0.0368,0.000188,0.184,0.438,120.005,4.0,Jive,forever,chris brown
Leavin',Jesse McCartney,Departure - Recharged,2008,216880,False,65,,0.687,0.71,9.0,-5.84,1.0,0.0522,0.0283,3.71e-06,0.0689,0.886,79.235,4.0,Hollywood Records,leavin,jesse mccartney
A Milli,Lil Wayne,Tha Carter III (MTV Bonus Version),2008-01-01,221813,True,70,Rap,0.678,0.688,6.0,-8.659,0.0,0.28,0.0389,0.00227,0.223,0.734,151.812,4.0,CM/Republic,a milli,lil wayne
Pork And Beans,Weezer,Weezer,2008-01-01,189400,False,61,Alternative Rock,0.599,0.624,6.0,-6.622,1.0,0.0339,0.0109,8.06e-06,0.158,0.706,119.838,4.0,Geffen,pork and beans,weezer
Mercy,Duffy,Rockferry,2008-01-01,219920,False,62,,0.793,0.859,0.0,-3.774,1.0,0.0332,0.266,0.000356,0.133,0.964,129.911,4.0,Polydor Records,mercy,duffy
Get Silly,V.I.C.,Beast,2008,227120,False,60,,0.846,0.814,1.0,-4.945,1.0,0.353,0.0769,0.0,0.0588,0.671,75.01,4.0,Reprise,get silly,vic
I Like The Way She Do It,"G-Unit, Young Buck",T.O.S. (Terminate On Sight),2008-01-01,232600,True,53,Gangster Rap,0.55,0.806,7.0,-5.421,1.0,0.324,0.00859,0.0,0.263,0.282,124.4,5.0,G-Unit Records,i like the way she do it,g unit
I Luv Your Girl,The-Dream,Love/Hate,2007-01-01,267866,True,69,R&B,0.723,0.322,8.0,-9.702,1.0,0.0341,0.014,0.0,0.119,0.0406,90.063,4.0,Dream / IDJ,i luv your girl,thedream
Give It 2 Me,Madonna,Hard Candy,2008-04-19,287906,False,43,,0.837,0.954,8.0,-3.512,0.0,0.0414,0.0933,0.000405,0.143,0.972,127.019,4.0,Warner Records,give it 2 me,madonna
Heaven Sent,Keyshia Cole,Just Like You,2007-01-01,232880,False,61,R&B,0.642,0.743,2.0,-3.614,0.0,0.0428,0.0832,0.0,0.0888,0.409,78.857,4.0,Geffen,heaven sent,keyshia cole
Sweet and Low - New Album Version,Augustana,"Can't Love, Can't Hurt",2008,214066,False,47,,0.443,0.727,11.0,-4.455,1.0,0.0315,0.00572,0.000845,0.106,0.407,151.93,4.0,Epic,sweet and low,augustana
Shut Up and Let Me Go,The Ting Tings,We Started Nothing,2007,171226,False,58,Alternative Dance,0.852,0.927,7.0,-4.497,1.0,0.0581,0.0109,0.00268,0.054,0.887,107.993,4.0,Columbia,shut up and let me go,the ting tings
Viva La Vida,Coldplay,Viva La Vida or Death and All His Friends,2008-06-06,242373,False,90,,0.486,0.617,5.0,-7.115,0.0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4.0,Parlophone UK,viva la vida,coldplay
Violet Hill,Coldplay,Viva La Vida or Death and All His Friends,2008-06-06,222653,False,67,,0.33,0.58,1.0,-7.875,0.0,0.0374,0.0614,0.00129,0.115,0.11,76.093,4.0,Parlophone UK,violet hill,coldplay
If I Never See Your Face Again - Featuring Rihanna (FNMTV Live Performance),"Maroon 5, Rihanna",It Won't Be Soon Before Long. (MTV Bonus Version),2008-01-01,200720,False,20,Pop,0.589,0.923,6.0,-3.431,1.0,0.0861,0.00252,0.000214,0.933,0.641,108.501,4.0,Interscope Records*,if i never see your face again,maroon 5 featuring rihanna
No Matter What,T.I.,Paper Trail,2008-09-07,315680,True,46,Southern Hip Hop,0.498,0.824,11.0,-5.091,1.0,0.247,0.00332,0.0,0.0757,0.332,145.639,4.0,"Grand Hustle, LLC",no matter what,ti
I Kissed A Girl,Katy Perry,One Of The Boys,2008-06-17,179640,False,74,Pop,0.702,0.76,5.0,-3.174,1.0,0.0684,0.00226,0.0,0.132,0.696,129.996,4.0,Capitol Records,i kissed a girl,katy perry
Teenage Love Affair,Alicia Keys,As I Am (Expanded Edition),2007-11-09,190200,False,51,R&B,0.636,0.826,11.0,-4.668,1.0,0.161,0.632,0.0,0.197,0.677,87.665,4.0,J Records,teenage love affair,alicia keys
Good Time,Alan Jackson,Good Time,2008-11-05,306773,False,70,Country,0.652,0.767,9.0,-10.445,1.0,0.0372,0.0355,6.92e-06,0.397,0.73,132.017,4.0,Arista Nashville,good time,alan jackson
Summertime,New Kids On The Block,The Block,2008-01-01,202413,False,46,,0.639,0.782,1.0,-7.336,0.0,0.0754,0.00968,0.0,0.0676,0.791,83.996,4.0,Interscope,summertime,new kids on the block
Hallelujah,Kate Voegele,Don't Look Away,2008-01-01,294200,False,39,,0.593,0.217,2.0,-7.474,0.0,0.0282,0.936,0.0,0.117,0.365,107.918,3.0,MySpace/Interscope Records,hallelujah,kate voegele
